timestamp,device,rle_smoothed,rle_raw,E_th,E_pw,temp_c,power_w,util_pct,a_load,t_sustain_s,rolling_peak,collapse,alerts,cpu_freq_mhz,cpu_cores_active,cpu_temp_max,gpu_memory_used_gb,gpu_memory_total_gb,gpu_fan_pct,gpu_clock_mhz,memory_used_gb,memory_total_gb,memory_util_pct,disk_used_gb,disk_total_gb,disk_util_pct,network_sent_mb,network_recv_mb,cpu_temp_hwinfo,cpu_fan_rpm,cpu_voltage,motherboard_temp,psu_voltage_12v,psu_voltage_5v,psu_voltage_3v,gpu_temp_hwinfo,gpu_memory_temp,gpu_fan_rpm,gpu_voltage,case_fan_rpm,workload_state
2025-10-29T01:05:45.686457,gpu,0.05257147133860406,0.049616101677926336,0.3608443758394643,0.13749999999999998,53,49.558,11,0.8,600.0,0.1488507106629513,1,,,,,2.8316307067871094,8.0,0,495,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:46.604043,cpu,0.28826955074875205,0.271422628951747,0.37437603993344426,0.7249999999999999,50.0,125.0,58.0,0.8,600.0,0.31291285357737103,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:46.604043,gpu,0.05070710873010016,0.1398271956377924,0.3728725217007798,0.37499999999999994,52,31.927,30,0.8,600.0,0.1395475412465168,0,,,,,2.8316307067871094,8.0,0,390,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:47.728510,cpu,0.29519550748752077,0.32711106489184694,0.37437603993344426,0.87375,50.0,125.0,69.9,0.8,600.0,0.3264568427620632,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:47.728510,gpu,0.07523240114014611,0.14448810215905214,0.3728725217007798,0.38749999999999996,52,23.521,31,0.8,600.0,0.14419912595473403,0,,,,,2.8059349060058594,8.0,0,345,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:48.604358,cpu,0.29135815307820295,0.2943531613976705,0.37437603993344426,0.78625,50.0,125.0,62.9,0.8,600.0,0.3264568427620632,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:48.604358,gpu,0.1037060705100783,0.16313172824409114,0.3728725217007798,0.43749999999999994,52,23.237,35,0.8,600.0,0.16280546478760297,0,,,,,2.8059349060058594,8.0,0,315,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:49.657641,cpu,0.2972545757071547,0.3009047420965058,0.37437603993344426,0.80375,50.0,125.0,64.3,0.8,600.0,0.3264568427620632,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:49.657641,gpu,0.1292424272798348,0.1491490086803119,0.3728725217007798,0.39999999999999997,52,23.327,32,0.8,600.0,0.16280546478760297,0,,,,,2.8059349060058594,8.0,0,285,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:50.649019,cpu,0.2963186356073211,0.2878015806988352,0.37437603993344426,0.7687499999999999,50.0,125.0,61.5,0.8,600.0,0.3264568427620632,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
